Temperatur;Heat high [MWh/m2];Heat Medium (bu6);Heat Low;Base demand;Wind Onshore;Wind Offshore;PV;WW
5.6;3.94037E-05;2.76259E-05;0;64721.71331;0.312;0.7157;0.2795;0.00000227
7.2;3.49346E-05;2.55038E-05;0;66599.94844;0.3551;0.7056;0.3896;0.00000135
9.2;3.03372E-05;2.29135E-05;0;68632.94844;0.3912;0.7051;0.4099;0.00000135
10.9;2.57132E-05;1.93594E-05;0;67746.66175;0.4089;0.7066;0.3873;0.00000362
11.7;2.23317E-05;1.71077E-05;0;66921.42661;0.4234;0.7043;0.3655;0.00000454
11.7;2.23559E-05;1.85486E-05;0;65605.71331;0.4272;0.6834;0.3386;0.00000227
12.5;1.93127E-05;1.75671E-05;0;64467.94844;0.4507;0.6939;0.3025;0.00000135
11.5;1.97989E-05;1.81659E-05;0;62839.94844;0.4572;0.7106;0.2548;0.00000135
11.5;1.61977E-05;1.39724E-05;0;62236.66175;0.4516;0.7166;0.176;0.00000362
9.3;1.90361E-05;1.45369E-05;0;61575.80905;0.4334;0.714;0.0943;0.000005
7.1;2.65208E-05;1.67591E-05;0;61533.04418;0.4;0.7226;0.0277;0.00000408
5.3;3.09521E-05;1.8704E-05;0;60186.66175;0.3539;0.7228;0.0015;0.00000362
3.7;3.83476E-05;2.40103E-05;0;58462.94844;0.3256;0.7067;0;0.00000135
2.5;4.07551E-05;2.44993E-05;0;54323.94844;0.2985;0.6824;0;0.00000135
1.4;5.14282E-06;0;0;45529.29605;0.281;0.6504;0;0.00000135
0.6;1.67829E-05;5.4966E-06;0;42358.1373;0.2618;0.6296;0;0.00000027
-0.3;1.54209E-05;3.70117E-06;0;40341.1373;0.254;0.5883;0;0.00000027
-0.6;2.28287E-05;8.35703E-06;0;39596.1373;0.2436;0.5604;0;0.00000027
-1.6;2.65652E-05;1.03097E-05;0;40653.1373;0.2308;0.5395;0;0.00000027
-2.2;2.96239E-05;1.18321E-05;0;42235.1373;0.216;0.5282;0;0.00000027
-2.3;3.17888E-05;1.27899E-05;0;45786.1373;0.2026;0.5071;0;0.00000027
-2;7.14475E-05;4.21316E-05;0;52529.1373;0.1875;0.5114;0.0092;0.00000027
0.1;6.07657E-05;3.40967E-05;0;61604.71331;0.1758;0.5288;0.074;0.00000227
2.6;4.81091E-05;2.91688E-05;0;63804.42661;0.1804;0.4832;0.193;0.00000454
4.8;4.6297E-05;3.02235E-05;0;65061.71331;0.1996;0.4143;0.3292;0.00000227
6.3;4.14925E-05;2.81031E-05;0;66757.94844;0.1886;0.3036;0.4373;0.00000135
7.7;3.77344E-05;2.60702E-05;0;66511.94844;0.1666;0.2313;0.5167;0.00000135
8.3;3.45972E-05;2.35974E-05;0;65124.66175;0.1519;0.181;0.5812;0.00000362
8.5;3.21614E-05;2.19279E-05;0;64208.42661;0.1431;0.1366;0.617;0.00000454
9.8;3.01148E-05;2.2032E-05;0;63093.71331;0.1303;0.1289;0.6129;0.00000227
10.7;2.66904E-05;2.09159E-05;0;62135.94844;0.1271;0.1289;0.5579;0.00000135
10.1;2.64268E-05;2.10812E-05;0;59969.94844;0.1174;0.1477;0.4523;0.00000135
10.3;2.22589E-05;1.66953E-05;0;59286.66175;0.1184;0.176;0.3056;0.00000362
9.1;2.39362E-05;1.61E-05;0;59337.80905;0.1217;0.1966;0.1492;0.000005
7.7;2.91803E-05;1.74235E-05;0;59869.04418;0.1173;0.1745;0.0421;0.00000408
5.8;3.35701E-05;1.93878E-05;0;58758.66175;0.1192;0.1291;0.0024;0.00000362
4.9;3.95212E-05;2.38976E-05;0;57560.94844;0.1342;0.1016;0;0.00000135
4.5;4.02543E-05;2.34651E-05;0;53760.94844;0.1442;0.098;0;0.00000135
3.7;3.71387E-06;0;0;45984.32616;0.1372;0.102;0;0.00000135
2.7;1.52467E-05;4.12839E-06;0;43051.1674;0.1249;0.0931;0;0.00000027
2.1;1.3028E-05;1.89849E-06;0;41122.1674;0.1145;0.0924;0;0.00000027
1.5;2.05331E-05;6.77199E-06;0;40447.1674;0.1038;0.0589;0;0.00000027
1;2.31525E-05;8.1453E-06;0;40975.1674;0.0895;0.0472;0;0.00000027
0.5;2.56996E-05;9.46925E-06;0;42487.1674;0.0818;0.0613;0;0.00000027
0.5;2.73721E-05;1.02362E-05;0;46167.1674;0.0767;0.0792;0;0.00000027
0.6;6.70145E-05;3.97025E-05;0;53037.1674;0.0702;0.1028;0.0121;0.00000027
2.1;5.70057E-05;3.22083E-05;0;60959.71331;0.0609;0.1189;0.0934;0.00000227
5.2;4.35743E-05;2.66171E-05;0;62818.42661;0.0388;0.1337;0.2413;0.00000454
7.3;4.16687E-05;2.7714E-05;0;63221.71331;0.0314;0.1374;0.3956;0.00000227
9.4;3.5796E-05;2.49342E-05;0;64207.94844;0.0363;0.1412;0.5256;0.00000135
10.9;3.1371E-05;2.27184E-05;0;65057.94844;0.0468;0.1551;0.6124;0.00000135
11.8;2.72193E-05;1.98156E-05;0;64639.66175;0.0564;0.1432;0.652;0.00000362
12.4;2.41447E-05;1.76389E-05;0;64107.42661;0.058;0.1556;0.6564;0.00000454
13.3;2.22446E-05;1.8031E-05;0;62744.71331;0.0582;0.1716;0.6266;0.00000227
13.6;2.0672E-05;1.75497E-05;0;61420.94844;0.0667;0.1624;0.5584;0.00000135
12.4;2.07375E-05;1.83494E-05;0;59492.94844;0.0722;0.1518;0.4494;0.00000135
12.4;1.80934E-05;1.41942E-05;0;58680.66175;0.0736;0.1541;0.303;0.00000362
11.4;1.8075E-05;1.34124E-05;0;58839.80905;0.0798;0.1696;0.1465;0.000005
9.6;2.41358E-05;1.51082E-05;0;58949.04418;0.0801;0.2159;0.0407;0.00000408
7.7;2.84482E-05;1.70506E-05;0;58283.66175;0.0973;0.2926;0.0023;0.00000362
6.7;3.45257E-05;2.16471E-05;0;57248.94844;0.1209;0.2837;0;0.00000135
6.2;3.54094E-05;2.13146E-05;0;53131.94844;0.138;0.3703;0;0.00000135
4.7;0;0;0;46105.8799;0.1569;0.437;0;0.00000135
4.7;9.97672E-06;1.68164E-06;0;42668.72115;0.1698;0.4565;0;0.00000027
4.1;7.70061E-06;0;0;40914.72115;0.182;0.4775;0;0.00000027
3.7;1.47878E-05;4.04485E-06;0;39884.72115;0.1861;0.4732;0;0.00000027
3.2;1.73201E-05;5.39048E-06;0;40391.72115;0.189;0.4978;0;0.00000027
2.9;1.94903E-05;6.50934E-06;0;42062.72115;0.185;0.5264;0;0.00000027
2.5;2.17277E-05;7.66882E-06;0;45630.72115;0.1821;0.5428;0.0001;0.00000027
2.8;6.09823E-05;3.6933E-05;0;52521.72115;0.1732;0.5151;0.0119;0.00000027
4.6;4.70453E-05;2.90945E-05;0;60292.71331;0.1455;0.4411;0.0836;0.00000227
7.5;3.76624E-05;2.36903E-05;0;61774.42661;0.1238;0.3891;0.1992;0.00000454
9.8;3.51411E-05;2.45754E-05;0;62804.71331;0.1217;0.3759;0.3199;0.00000227
11.4;3.03338E-05;2.22909E-05;0;63726.94844;0.0942;0.3687;0.4275;0.00000135
12;2.81819E-05;2.10155E-05;0;64650.94844;0.0786;0.3768;0.5055;0.00000135
13.4;2.13272E-05;1.75426E-05;0;63716.66175;0.0721;0.3624;0.5454;0.00000362
13.2;2.07823E-05;1.62234E-05;0;62237.42661;0.0732;0.3462;0.5493;0.00000454
13.8;1.99493E-05;1.7085E-05;0;60600.71331;0.0766;0.3416;0.519;0.00000227
12.9;2.08037E-05;1.78439E-05;0;58941.94844;0.0777;0.34;0.4565;0.00000135
13.3;1.91609E-05;1.70426E-05;0;57840.94844;0.0892;0.3108;0.3604;0.00000135
13;1.61447E-05;1.32508E-05;0;57624.66175;0.097;0.2953;0.2371;0.00000362
12.6;1.5146E-05;1.18895E-05;0;57726.80905;0.1014;0.2973;0.1184;0.000005
10.8;2.1144E-05;1.35916E-05;0;57088.04418;0.1027;0.2804;0.0332;0.00000408
8.6;2.58688E-05;1.58301E-05;0;56308.66175;0.1092;0.2779;0.0017;0.00000362
7.5;3.21185E-05;2.05378E-05;0;55041.94844;0.111;0.279;0;0.00000135
6.4;3.39739E-05;2.0809E-05;0;51836.94844;0.1117;0.2919;0;0.00000135
5.3;0;0;0;45360.02684;0.1074;0.3745;0;0.00000135
4.4;9.45707E-06;1.71374E-06;0;41596.86808;0.107;0.386;0;0.00000027
4.4;6.3479E-06;0;0;39777.86808;0.1026;0.4553;0;0.00000027
3.8;1.38486E-05;3.73995E-06;0;38788.86808;0.1017;0.4378;0;0.00000027
3.2;1.66348E-05;5.2237E-06;0;39169.86808;0.1036;0.4458;0;0.00000027
2.9;1.8855E-05;6.33315E-06;0;39502.86808;0.1085;0.4688;0;0.00000027
2.6;2.09955E-05;7.40586E-06;0;39645.86808;0.1134;0.4781;0;0.00000027
3;6.01195E-05;3.65679E-05;0;40405.86808;0.1122;0.4456;0.0072;0.00000027
4.1;4.62356E-05;2.94619E-05;0;46046.71331;0.1008;0.4207;0.0457;0.00000227
6.6;3.8322E-05;2.44861E-05;0;49601.42661;0.0953;0.3425;0.1069;0.00000454
9.7;3.49747E-05;2.45779E-05;0;52739.71331;0.1161;0.3083;0.1754;0.00000227
11.7;2.9299E-05;2.18883E-05;0;54707.94844;0.1238;0.3352;0.2302;0.00000135
13.4;2.46337E-05;1.94766E-05;0;55967.94844;0.1332;0.3318;0.2698;0.00000135
14;2.10683E-05;1.68999E-05;0;55102.66175;0.1446;0.3454;0.2885;0.00000362
15;1.69769E-05;1.43447E-05;0;53061.42661;0.1577;0.4146;0.2804;0.00000454
15.6;1.57976E-05;1.50753E-05;0;51715.71331;0.185;0.3952;0.253;0.00000227
15.8;1.35107E-05;1.46066E-05;0;50948.94844;0.213;0.3639;0.2203;0.00000135
16.1;1.18243E-05;1.38111E-05;0;50425.94844;0.2367;0.4207;0.1813;0.00000135
15.6;8.52353E-06;1.00934E-05;0;50647.66175;0.2704;0.4301;0.1277;0.00000362
14.5;9.56443E-06;9.35672E-06;0;48570.80905;0.2848;0.3906;0.0714;0.000005
12.8;1.52456E-05;1.0923E-05;0;48341.04418;0.2475;0.3769;0.0249;0.00000408
11.1;1.91023E-05;1.26151E-05;0;46814.66175;0.2051;0.3416;0.0022;0.00000362
10.6;2.42821E-05;1.66895E-05;0;45473.94844;0.1853;0.2821;0;0.00000135
9.3;2.62894E-05;1.71236E-05;0;44057.94844;0.1704;0.2868;0;0.00000135
8.9;0;0;0;38687.63968;0.1621;0.4136;0;0.00000135
7.9;4.65866E-07;0;0;34595.48093;0.1724;0.485;0;0.00000027
6.9;0;0;0;31879.48093;0.1921;0.4149;0;0.00000027
6.6;5.74651E-06;0;0;30697.48093;0.1947;0.4175;0;0.00000027
6.6;7.47117E-06;7.85568E-07;0;30844.48093;0.1945;0.379;0;0.00000027
7.1;8.22528E-06;1.018E-06;0;31649.48093;0.1756;0.422;0;0.00000027
7.1;9.39157E-06;1.50612E-06;0;31678.48093;0.1666;0.4042;0.0001;0.00000027
6.2;5.03197E-05;3.19266E-05;0;31048.48093;0.1553;0.2912;0.0122;0.00000027
6.5;4.20489E-05;2.55E-05;0;35489.71331;0.1354;0.2671;0.075;0.00000227
7.6;3.68829E-05;2.20875E-05;0;38378.42661;0.1312;0.286;0.1711;0.00000454
9.3;3.55607E-05;2.40688E-05;0;40710.71331;0.1459;0.204;0.2716;0.00000227
10.2;3.29738E-05;2.27164E-05;0;42903.94844;0.167;0.2121;0.3292;0.00000135
11.9;2.70541E-05;2.04765E-05;0;44352.94844;0.1812;0.112;0.3533;0.00000135
13;2.328E-05;1.75612E-05;0;43018.66175;0.1836;0.0834;0.3823;0.00000362
13.7;1.91648E-05;1.54089E-05;0;41015.42661;0.1734;0.1198;0.4208;0.00000454
15.7;1.54166E-05;1.4608E-05;0;39295.71331;0.1799;0.1398;0.4172;0.00000227
14.6;1.92634E-05;1.56771E-05;0;39392.94844;0.1878;0.1311;0.3792;0.00000135
15.2;1.80845E-05;1.46969E-05;0;40045.94844;0.1857;0.1149;0.3065;0.00000135
16.2;1.17989E-05;9.62307E-06;0;42315.66175;0.185;0.1593;0.2078;0.00000362
15.7;1.07642E-05;8.27012E-06;0;45085.80905;0.1605;0.1732;0.1149;0.000005
14.5;1.46015E-05;9.28141E-06;0;45834.04418;0.1329;0.2453;0.0367;0.00000408
12.9;1.79898E-05;1.07869E-05;0;46281.66175;0.1164;0.2809;0.0026;0.00000362
12.1;2.31861E-05;1.4978E-05;0;47012.94844;0.1034;0.245;0;0.00000135
11.4;2.4001E-05;1.48078E-05;0;46439.94844;0.1028;0.1674;0;0.00000135
10.8;0;0;0;41615.48839;0.1139;0.1738;0;0.00000135
10.1;0;0;0;39067.32964;0.1204;0.1167;0;0.00000027
9.5;0;0;0;37377.32964;0.1274;0.0966;0;0.00000027
8.7;2.14342E-06;0;0;37367.32964;0.1265;0.1194;0;0.00000027
7.8;5.15753E-06;0;0;38095.32964;0.1266;0.195;0;0.00000027
6.4;8.97099E-06;1.21771E-06;0;39692.32964;0.1323;0.2054;0;0.00000027
5.8;1.15357E-05;2.59112E-06;0;43280.32964;0.1322;0.2597;0.0001;0.00000027
5.3;5.20703E-05;3.26994E-05;0;51209.32964;0.14;0.4112;0.0111;0.00000027
6.8;3.71538E-05;2.51984E-05;0;58195.71331;0.1372;0.4129;0.0648;0.00000227
9.2;2.99516E-05;2.03485E-05;0;60008.42661;0.1386;0.3876;0.1447;0.00000454
10;3.05722E-05;2.28385E-05;0;62680.71331;0.1691;0.3864;0.2343;0.00000227
12.4;2.4409E-05;1.9827E-05;0;67236.94844;0.2087;0.3714;0.309;0.00000135
14.2;1.99551E-05;1.73778E-05;0;68598.94844;0.2448;0.2669;0.354;0.00000135
16.2;1.45365E-05;1.34356E-05;0;67327.66175;0.2633;0.2462;0.3755;0.00000362
16.6;1.13218E-05;1.15118E-05;0;66236.42661;0.2706;0.1516;0.3763;0.00000454
18.1;8.74442E-06;1.13303E-05;0;64888.71331;0.2905;0.0896;0.3623;0.00000227
18.3;6.61241E-06;1.08804E-05;0;64458.94844;0.2982;0.1313;0.309;0.00000135
18;5.68274E-06;1.07048E-05;0;63143.94844;0.2946;0.1602;0.2443;0.00000135
17.8;2.5368E-06;6.69356E-06;0;62330.66175;0.2878;0.1955;0.1622;0.00000362
17.2;2.51699E-06;5.4648E-06;0;62083.80905;0.2777;0.2411;0.0788;0.000005
15;8.74522E-06;7.54735E-06;0;61359.04418;0.268;0.21;0.0222;0.00000408
13.8;1.17438E-05;8.7415E-06;0;59449.66175;0.2689;0.2093;0.0012;0.00000362
12.8;1.76449E-05;1.33052E-05;0;57430.94844;0.2915;0.204;0;0.00000135
11;2.04449E-05;1.42573E-05;0;53796.94844;0.318;0.2264;0;0.00000135
9.2;0;0;0;47077.40031;0.3364;0.2048;0;0.00000135
9.2;0;0;0;43819.24156;0.3371;0.1742;0;0.00000027
9;0;0;0;42236.24156;0.3262;0.127;0;0.00000027
9;0;0;0;42156.24156;0.2977;0.1454;0;0.00000027
9.1;2.93216E-07;0;0;42942.24156;0.2749;0.1545;0;0.00000027
7.9;3.77893E-06;0;0;44046.24156;0.2374;0.1128;0;0.00000027
7.4;5.80627E-06;0;0;47427.24156;0.2193;0.109;0.0001;0.00000027
7.5;4.55809E-05;2.93355E-05;0;54625.24156;0.209;0.1081;0.0072;0.00000027
9.1;3.50817E-05;2.1719E-05;0;62011.71331;0.2009;0.1097;0.0419;0.00000227
10.8;2.91668E-05;1.75499E-05;0;64599.42661;0.2058;0.1198;0.0915;0.00000454
11;3.33926E-05;2.09381E-05;0;66028.71331;0.2141;0.1167;0.1525;0.00000227
10.8;3.31546E-05;2.08284E-05;0;67933.94844;0.2242;0.1216;0.212;0.00000135
11.7;2.98228E-05;1.9591E-05;0;68791.94844;0.2314;0.1208;0.2589;0.00000135
12.1;2.75676E-05;1.75442E-05;0;67378.66175;0.2389;0.1462;0.2841;0.00000362
11.8;2.58432E-05;1.65811E-05;0;66756.42661;0.2479;0.179;0.3038;0.00000454
13.9;2.06883E-05;1.60957E-05;0;65111.71331;0.2502;0.1382;0.3002;0.00000227
14.5;2.04694E-05;1.54355E-05;0;60733.94844;0.2534;0.118;0.2899;0.00000135
10.7;2.91943E-05;1.88618E-05;0;63009.94844;0.2674;0.1344;0.2392;0.00000135
11.5;2.2613E-05;1.40842E-05;0;62559.66175;0.2777;0.1772;0.1645;0.00000362
11;2.2887E-05;1.2878E-05;0;62055.80905;0.2662;0.2036;0.0849;0.000005
11;2.36698E-05;1.29748E-05;0;61740.04418;0.248;0.327;0.0268;0.00000408
10.4;2.5872E-05;1.35993E-05;0;59778.66175;0.2424;0.2896;0.002;0.00000362
9.4;3.16266E-05;1.81969E-05;0;58324.94844;0.2482;0.2173;0;0.00000135
8.1;3.34667E-05;1.86358E-05;0;54663.94844;0.284;0.2192;0;0.00000135
6.7;0;0;0;47679.41021;0.2964;0.2622;0;0.00000135
6.3;8.09952E-06;0;0;45468.25145;0.3204;0.2978;0;0.00000027
6.3;4.72681E-06;0;0;43760.25145;0.3344;0.3205;0;0.00000027
6.5;1.05016E-05;2.35566E-07;0;43337.25145;0.3418;0.3112;0;0.00000027
5.9;1.30576E-05;1.78318E-06;0;43903.25145;0.3408;0.3679;0;0.00000027
5.6;1.48117E-05;2.70061E-06;0;44829.25145;0.3403;0.3536;0;0.00000027
5.4;1.65704E-05;3.7465E-06;0;47738.25145;0.3433;0.3524;0.0002;0.00000027
6.1;5.46761E-05;3.24647E-05;0;54835.25145;0.3548;0.4428;0.0103;0.00000027
7.7;4.24352E-05;2.44994E-05;0;62841.71331;0.3546;0.4853;0.0544;0.00000227
9.2;3.56394E-05;2.08601E-05;0;66109.42661;0.3617;0.4796;0.1034;0.00000454
11.1;3.26295E-05;2.22128E-05;0;67695.71331;0.3679;0.4276;0.1625;0.00000227
12.6;2.74165E-05;1.99819E-05;0;68296.94844;0.3763;0.3506;0.2157;0.00000135
14.2;2.30479E-05;1.76408E-05;0;69389.94844;0.392;0.464;0.2725;0.00000135
15.4;1.7191E-05;1.43814E-05;0;69443.66175;0.4003;0.6257;0.3182;0.00000362
16.1;1.44456E-05;1.2118E-05;0;68221.42661;0.3995;0.6919;0.3301;0.00000454
15.9;1.46984E-05;1.38281E-05;0;67127.71331;0.4136;0.7396;0.3357;0.00000227
16.1;1.361E-05;1.34253E-05;0;65738.94844;0.4176;0.748;0.3091;0.00000135
16.9;1.04045E-05;1.22176E-05;0;63911.94844;0.3989;0.7181;0.2579;0.00000135
17.1;5.7E-06;7.78005E-06;0;63761.66175;0.3958;0.7281;0.1886;0.00000362
15.8;6.74203E-06;7.24049E-06;0;63247.80905;0.3618;0.6999;0.105;0.000005
13.8;1.33715E-05;9.11288E-06;0;62493.04418;0.3087;0.67;0.0354;0.00000408
11.5;1.7935E-05;1.14559E-05;0;60703.66175;0.2792;0.6371;0.0028;0.00000362
10;2.48226E-05;1.65677E-05;0;59607.94844;0.268;0.5453;0;0.00000135
8.8;2.68585E-05;1.69633E-05;0;55990.94844;0.2638;0.5474;0;0.00000135
8.6;0;0;0;49410.84813;0.2658;0.4982;0;0.00000135
8.3;0;0;0;45967.68938;0.2653;0.4378;0;0.00000027
7.4;0;0;0;44165.68938;0.2546;0.3188;0;0.00000027
6.5;5.95978E-06;0;0;43251.68938;0.2384;0.3779;0;0.00000027
6.1;8.41112E-06;7.51223E-07;0;43720.68938;0.226;0.4036;0;0.00000027
5.7;1.07682E-05;1.9765E-06;0;45328.68938;0.2164;0.4293;0;0.00000027
5.2;1.30447E-05;3.21627E-06;0;48423.68938;0.2048;0.3928;0.0002;0.00000027
5.7;5.15104E-05;3.22121E-05;0;55025.68938;0.1884;0.3821;0.0156;0.00000027
7;4.02699E-05;2.48903E-05;0;61862.71331;0.172;0.3147;0.0796;0.00000227
9.8;3.0402E-05;1.9694E-05;0;64416.42661;0.1707;0.2534;0.1718;0.00000454
12.9;2.62069E-05;1.98109E-05;0;65306.71331;0.1806;0.1607;0.2694;0.00000227
15.2;1.98745E-05;1.68074E-05;0;66814.94844;0.1861;0.1008;0.3537;0.00000135
16.1;1.69591E-05;1.52184E-05;0;67548.94844;0.1919;0.1194;0.4071;0.00000135
16.6;1.35922E-05;1.28041E-05;0;66821.66175;0.201;0.101;0.4223;0.00000362
17.6;9.57035E-06;1.02807E-05;0;65424.42661;0.2043;0.0977;0.4319;0.00000454
18.1;9.38692E-06;1.11532E-05;0;64171.71331;0.1948;0.0902;0.436;0.00000227
17.8;9.88986E-06;1.11797E-05;0;63105.94844;0.1962;0.0754;0.4009;0.00000135
18.1;9.48208E-06;1.04917E-05;0;61318.94844;0.1837;0.113;0.3332;0.00000135
17.6;7.228E-06;6.95536E-06;0;60853.66175;0.1552;0.0996;0.2387;0.00000362
16.6;8.13279E-06;5.98393E-06;0;60971.80905;0.1255;0.11;0.1299;0.000005
15.7;1.02324E-05;6.92327E-06;0;60679.04418;0.0982;0.1093;0.0451;0.00000408
14.9;1.19319E-05;7.49086E-06;0;59279.66175;0.0758;0.0692;0.0044;0.00000362
14.2;1.69561E-05;1.16467E-05;0;58423.94844;0.0721;0.1506;0;0.00000135
13.6;1.74233E-05;1.12671E-05;0;54668.94844;0.0887;0.1324;0;0.00000135
12.2;0;0;0;47647.13153;0.1118;0.1988;0;0.00000135
10.4;0;0;0;44208.97278;0.1314;0.2727;0;0.00000027
8.2;0;0;0;42500.97278;0.16;0.3452;0;0.00000027
6.4;3.58638E-06;0;0;42050.97278;0.1797;0.4344;0;0.00000027
4.9;8.00513E-06;1.20988E-06;0;43057.97278;0.2076;0.5303;0;0.00000027
4.5;1.06915E-05;2.51409E-06;0;44456.97278;0.2268;0.6412;0;0.00000027
4.8;1.20115E-05;3.03685E-06;0;47591.97278;0.2461;0.7259;0.0003;0.00000027
4.3;5.24021E-05;3.30386E-05;0;54305.97278;0.2686;0.7898;0.0204;0.00000027
5.9;4.11053E-05;2.5492E-05;0;61712.71331;0.272;0.8008;0.1056;0.00000227
7.9;3.51781E-05;2.121E-05;0;64342.42661;0.2472;0.7472;0.2401;0.00000454
9.3;3.454E-05;2.31708E-05;0;64567.71331;0.2512;0.7093;0.3804;0.00000227
11.9;2.74417E-05;2.01126E-05;0;65628.94844;0.3099;0.7061;0.4803;0.00000135
14.6;2.0492E-05;1.68239E-05;0;67747.94844;0.3775;0.7321;0.4991;0.00000135
15.6;1.60621E-05;1.38837E-05;0;67632.66175;0.3794;0.7525;0.4558;0.00000362
16.7;1.1691E-05;1.12411E-05;0;65096.42661;0.3534;0.7538;0.417;0.00000454
17.3;1.05996E-05;1.20013E-05;0;62915.71331;0.3015;0.7511;0.4;0.00000227
17.8;8.66518E-06;1.12956E-05;0;61255.94844;0.3063;0.7698;0.374;0.00000135
17.8;9.3201E-06;1.07688E-05;0;60284.94844;0.2948;0.7408;0.3196;0.00000135
17.5;6.59036E-06;6.93456E-06;0;59707.66175;0.2704;0.6794;0.2331;0.00000362
17;6.22053E-06;5.69805E-06;0;58887.80905;0.2192;0.6392;0.1289;0.000005
15.9;9.05571E-06;6.58763E-06;0;57612.04418;0.1552;0.6982;0.0418;0.00000408
14.1;1.26962E-05;8.14427E-06;0;55321.66175;0.1381;0.5815;0.0032;0.00000362
13.2;1.82094E-05;1.25377E-05;0;54543.94844;0.1504;0.6565;0;0.00000135
13.5;1.75435E-05;1.14335E-05;0;51345.94844;0.1589;0.7707;0;0.00000135
12.5;0;0;0;46022.98551;0.1731;0.7779;0;0.00000135
11.8;0;0;0;42330.82675;0.1806;0.7868;0;0.00000027
10.6;0;0;0;40004.82675;0.1764;0.8144;0;0.00000027
10;0;0;0;38919.82675;0.1626;0.8265;0;0.00000027
9.2;0;0;0;38945.82675;0.1472;0.8197;0;0.00000027
9.4;8.05866E-07;0;0;39411.82675;0.1314;0.8026;0;0.00000027
8.5;3.69314E-06;0;0;39554.82675;0.1147;0.7592;0.0003;0.00000027
7.7;4.44512E-05;2.86665E-05;0;40326.82675;0.1038;0.7713;0.0189;0.00000027
9.2;3.30493E-05;2.11793E-05;0;45381.71331;0.0878;0.755;0.0893;0.00000227
10.8;2.47803E-05;1.72467E-05;0;49363.42661;0.0565;0.696;0.1956;0.00000454
12;2.61111E-05;1.9435E-05;0;51760.71331;0.041;0.6332;0.3058;0.00000227
14.1;1.93872E-05;1.68121E-05;0;53326.94844;0.0421;0.489;0.4115;0.00000135
15.4;1.56002E-05;1.49106E-05;0;54591.94844;0.0441;0.3225;0.4854;0.00000135
16.4;1.15577E-05;1.20081E-05;0;54001.66175;0.0472;0.2462;0.5152;0.00000362
17.4;7.23301E-06;9.49675E-06;0;52317.42661;0.0474;0.1672;0.5011;0.00000454
16.8;8.59746E-06;1.15461E-05;0;50663.71331;0.0451;0.1263;0.4516;0.00000227
16.9;8.47855E-06;1.12972E-05;0;49873.94844;0.0467;0.108;0.3782;0.00000135
18.1;5.52484E-06;9.5867E-06;0;48562.94844;0.0547;0.0851;0.288;0.00000135
17.2;2.40349E-06;6.40961E-06;0;48412.66175;0.0832;0.0744;0.1967;0.00000362
16.5;4.00355E-06;5.39525E-06;0;48649.80905;0.1204;0.0605;0.1067;0.000005
15.3;6.72625E-06;6.56661E-06;0;47714.04418;0.1504;0.056;0.0338;0.00000408
12.8;1.27923E-05;9.12815E-06;0;46349.66175;0.1866;0.0551;0.0031;0.00000362
11.1;2.00573E-05;1.44633E-05;0;46064.94844;0.2227;0.0534;0;0.00000135
9.4;2.28906E-05;1.53443E-05;0;44667.94844;0.2367;0.0528;0;0.00000135
9.7;0;0;0;39532.64628;0.2353;0.0811;0;0.00000135
8.8;0;0;0;36358.48753;0.244;0.1198;0;0.00000027
7.9;0;0;0;34310.48753;0.2466;0.1156;0;0.00000027
7.3;1.89697E-06;0;0;33372.48753;0.2474;0.1113;0;0.00000027
6.2;5.46609E-06;0;0;33343.48753;0.2492;0.0831;0;0.00000027
5.4;8.63713E-06;1.36193E-06;0;33877.48753;0.2372;0.0453;0;0.00000027
4.4;1.19761E-05;3.23618E-06;0;33614.48753;0.2304;0.0267;0.0004;0.00000027
4.3;5.21496E-05;3.29973E-05;0;32812.48753;0.2233;0.0299;0.0164;0.00000027
5.4;3.78405E-05;2.5942E-05;0;37205.71331;0.1942;0.0331;0.0733;0.00000227
7.7;3.09322E-05;2.1245E-05;0;40223.42661;0.1613;0.0294;0.1562;0.00000454
9.7;2.98537E-05;2.25463E-05;0;42768.71331;0.1538;0.0131;0.2528;0.00000227
12.2;2.35475E-05;1.94479E-05;0;44657.94844;0.1556;0.0039;0.362;0.00000135
13.8;1.97183E-05;1.7221E-05;0;46580.94844;0.1589;0.0043;0.4356;0.00000135
15.1;1.53757E-05;1.40132E-05;0;45892.66175;0.1663;0.0068;0.4758;0.00000362
15;1.32939E-05;1.2648E-05;0;43605.42661;0.176;0.0047;0.4696;0.00000454
16.1;1.15155E-05;1.29375E-05;0;42345.71331;0.1824;0.0082;0.4368;0.00000227
16.2;9.47749E-06;1.26428E-05;0;41519.94844;0.1816;0.009;0.3866;0.00000135
16.4;7.97348E-06;1.19996E-05;0;41348.94844;0.181;0.0052;0.3117;0.00000135
16.7;3.67142E-06;7.51067E-06;0;42380.66175;0.1794;0.0048;0.2181;0.00000362
16;4.75046E-06;6.41041E-06;0;44105.80905;0.173;0.0065;0.1204;0.000005
14.4;8.25684E-06;7.88416E-06;0;44628.04418;0.1533;0.013;0.0442;0.00000408
11.9;1.45967E-05;1.04154E-05;0;44414.66175;0.1383;0.0188;0.0057;0.00000362
9.8;2.25759E-05;1.61844E-05;0;45116.94844;0.1477;0.0183;0;0.00000135
9;2.40818E-05;1.61996E-05;0;44628.94844;0.1481;0.0224;0;0.00000135
